hour,resource_name,tech_type,value,zone,planning_year,model,case
359,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
360,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
361,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
362,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
363,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
364,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
365,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
366,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
367,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
368,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
369,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
370,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
371,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
372,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
373,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
374,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
375,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,407,7,2030,p3_High_Elect_Low_RE,Results_p1
376,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
377,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
378,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
379,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
380,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
381,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
382,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
383,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
384,NY_Z_G-I_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,746,7,2030,p3_High_Elect_Low_RE,Results_p1
289,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
290,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
291,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
292,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
293,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
294,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
295,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
296,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
297,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
298,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
299,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
300,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
301,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
302,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
303,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
304,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
305,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
306,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
307,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
308,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
309,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
310,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
311,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
312,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
313,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
314,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
315,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
316,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
317,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
318,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
319,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
320,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
321,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
322,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
323,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
324,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
325,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
326,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
327,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
328,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
329,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
330,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
331,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
332,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
333,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
334,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
335,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
336,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
337,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
338,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
339,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
340,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
341,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
342,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
343,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
344,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
345,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
346,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
347,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
348,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
349,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
350,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
351,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
352,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
353,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
354,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
355,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
356,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
357,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
358,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
359,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
360,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
361,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
362,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
363,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
364,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
365,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
366,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
367,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
368,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
369,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
370,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
371,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
372,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
373,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
374,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
375,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
376,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
377,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
378,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
379,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
380,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
381,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
382,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
383,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
384,NY_Z_G-I_natural_gas_fired_combined_cycle_2,Natural Gas Fired Combined Cycle,0,7,2030,p3_High_Elect_Low_RE,Results_p1
289,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
290,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
291,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
292,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
293,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
294,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
295,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
296,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
297,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
298,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
299,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
300,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
301,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
302,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
303,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
304,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
305,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
306,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
307,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
308,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
309,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
310,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
311,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
312,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
313,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
314,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
315,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
316,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
317,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
318,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
319,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
320,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
321,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
322,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
323,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
324,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
325,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
326,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
327,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
328,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
329,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
330,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
331,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
332,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
333,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
334,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
335,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
336,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
337,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
338,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
339,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
340,NY_Z_G-I_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,0,7,2030,p3_High_Elect_Low_RE,Results_p1
